Customer_108, BANK_NAME business account ," BANK_NAME business account. Best decision I've made in a Long time.The app is also awesome and easy to use, "
Customer_109, the telephone customer service is … ," the telephone customer service is always shocking, you feel like your talking to a robot. last 3 times ive called ive had a different woman all the same, they act like they couldnt care lol. i asked if i could have a £400 overdraft added on, was asked some questions then she asked me if i wanted to add on a travel pack and if i did my first £200 of the overdraft is free so i said yes but i had to ask as she didnt actually say at any point if i was entitled to an overdraft , she also said the travel pack wasnt going on and that she would call me back once it was on, which she did not do and as far as im aware you would surely know the systems well etc before being trained on overdrafts so its just awful awful customer service as usual from BANK_NAME. "
Customer_11,BANK_NAME bank in chadwell heath essex,"BANK_NAME bank in chadwell heath essex is rubbish. I try to pay money to my sister account and they ask about my details account, i provide, but now only transfer is accepted, you cant pay any money in cashier in banks to someone account!  No sense! Uk to much want to control people! Where is the democracy  that brexiteers talking! This is manipulation! BANK_NAME is worst bank today. Bankers was always busteds!"
Customer_110, Fair play BANK_NAME you confused me , Fair play BANK_NAME you confused me. I applied for a loan of 5k over 3 years to pay £170odd a month i got declined.I then applied for a 0% credit card over 36 months and got accepted. Makes no sence to me but if your happy. Good to find a bank that knows what its doing. 
Customer_111, Very poor service.  Unacceptable wait times. ," I've been a BANK_NAME customer for over 25 years, however, recently I've had cause to call them up on certain errors they have made on my account.  It's fair to say that the service from the team in the Indian call centres is amongst some of the worst I've experienced with any company.  The call wait times are ridiculously long, the staff, when you do get through, are not at all well versed with which departments deal with each query, they give out incorrect numbers and leave you pulling your hair out.  I messaged them through FB Messenger in the hope that I might get a better response time, however, the entire conversation took a total of 12 hours to deal with and each time I put out a simple 'hello is anyone there' a different representative messaged me back.  I tried the 'live chat' option through my banking app, only to be given another crock.  here I am today now 27 minutes in to a call where I have yet to speak to a real person.!!  Simply unacceptable.  I have now closed my bank account and going with First Direct who really do know customer service!  Avoid these morons at BANK_NAME like the plague. "
Customer_112, worst team ever with terrible and … , worst team ever with terrible and annoying automation system and absolutely no control of processes am currently switching to a digital first bank because of the terrible service 
Customer_113, Good bank but issues with telephone banking staff. ," In the two years, I have banked with BANK_NAME, I have not experienced any serious problems. When I switched from First Direct via the switching facility, there were no problems. Since then, I have not had any issues; the branch staff in St Anne's Square in Manchester have always been helpful and polite. The online banking app provided is excellent so much so, I very rarely need to resolve any problems in a branch or on the telephone.If I do have a criticism, it does relate to the ability of the telephone banking staff to resolve problems. Much of this I'm afraid is due to the ability or lack of to understand the English language. Whilst such staff are capable of handling routine issues, many have difficulty in being able to converse adequately when the problem becomes complex. Too often, you have to deal with an individual whom you know is reading from a pre prepared script rather than responding to what you actually say . However,  this happens very rarely but it is an issue BANK_NAME need to address. "
Customer_114, BANK_NAME Smartinvestor , Like others I find the Smartinvestor site incomprehensibly bad. BANK_NAME Stockbrokers site (which it supposedly replaced in late August) was problematic but at least adequate.My 2 month experience with Smartinvestor should be fodder for an FCA enquiry and finding of incompetence!1. Next to no customization of investment windows available2. No access to read or retrieve documents supposedly circulated to investors e.g. end August letter to all investors3. No statements available for self-download (plus a promise of twice a year fixed statements maybe sometime)4. Up to 45 minute waits on average for their preferred communications modes - webchat or telephone call (Customer service staff when you reach them are helpful and sympathetic but not able or authorised to do anything about the mess)5. Yo need to Google feedback form because they wont link it to their site directly 
Customer_115, Just rubbish bank , Just rubbish bank 
Customer_116, They are ok ," The switch over to BANK_NAME went ok and originally I liked the app. However, new app update means I can't add new payees. Trip to the cash machine to set it up and now told to wait 10 days so still waiting to see if this has improved. Also I've tried to contact them to discuss issues and get passed around to different call handlers. Eventually to be cut off and they don't call you back. Also now getting cold called stating I've had my card declined so they want to sell me products. I advised them I haven't had my card declined or there must be suspicious activity on my account. I asked them to investigate it but he refused and said I had to ring BANK_NAME or go to branch. Basically he was cold calling with no evidence of my card being declined. "
Customer_117, Complaints ignored ," I would give BANK_NAME Smart Investor zero stars if that was possible.  I have been a customer for many, many years - with Charles Schwab before it became BANK_NAME Stockbrokers.  It has been one long unmitigated disaster since accounts were transferred to Smart Investor in August.  I currently have an issue where they have failed to act on a corporate issue which they said, on their website, they would action in mid October.  I should have had a substantial amount of cash in my account shortly afterwards. When nothing arrived I queried with them on 26 October and basically got fobbed off.  Made a formal complaint on 7 November and have basically had no response other than one call where the caller seemed to have no idea of the facts of my complaint.  Was told it might take 8 weeks to investigate!There is little to investigate - Smart Investor should have received some proceeds for some shares and I should have the cash in my account.  This is not rocket science. They are basically useless.Advice to anyone thinking of opening an account with them - don't.  My other half is trying to switch their account to iWeb and has been told it might take 3 months or more due to a backlog of people trying to do the same.  What a surprise.  They should be paying massive compensation as they charge high enough fees for what is a pathetic service. "
Customer_118, I had an account with BANK_NAME several … ," I had an account with BANK_NAME several years ago which they closed without giving me a reason. I recently opened another account online, really easy I thought. I have phoned BANK_NAME today regarding a query and the advisor called me Mrs...I asked him why he had called me Mrs and he said that was what it said on the screen. I informed him that I would have applied as Ms and I expected Ms to be on all my information. He then called me by my previous surname from before 2008, so obviously my new account has been linked to the account BANK_NAME closed years ago. I asked him to change the Mrs to Ms and he said he was unable to, I would have to go into my local branch and change it there. He told me the branch closed at 6pm. I checked on the internet and informed him that the branch closed at 4.30pm and I could not go to the branch because it was not open outside my working hours and this was why I had originally opened the account over the internet. I asked him again to change the title and he informed me that for the security of my account I would have to write to them to request the change to my new title. I informed him it was not a new title, it was the title I put on the application form and it was their error. I also said that they were not concerned about the security of my account when they put the wrong information on it. Their attention to detail certainly does not inspire confidence. He told me to phone the branch direct and perhaps they would do it over the phone. I phoned the number on the local branch information, which of course took me straight back to the indian call centre!! I told the second advisor that I wanted the bank's error sorted out or I would be closing my account. He refused to change my title and I said I would be closing my account, he then said I would have to write to them to close my account, I said no, I'll just wait for you to close it when you realise it isn't being used!! "
Customer_119, Great bank , Great bank! Always give clarity and have happy advisors. If you do not like charges do not borrow any money it is simple 
Customer_12,"Cancelled application: Too slow, very little visibility",Cancelled my business account application as the application got stuck with business account team and hasnt made any progress in the last 20 days. Customer support couldnt help much as the applications progress wasnt visible to them.
Customer_120, Would recommend ," Having had a few issues with a company not issuing a refund, I can't fault BANK_NAME. The person on the phone was super quick to offer help, clear and what I had spent days worrying over feels nearly sorted after a quick phone call! "
Customer_121, I have been with BANK_NAME now for … ," I have been with BANK_NAME now for coming up to 3 years and have 3 separate accounts with them. I have always had great, but not prompt service. However, in the last few weeks their service has been exceptional. I have had to contact BANK_NAME via phone 3 times in the last 2 weeks and every time my calls were answered within 10 seconds, the service was very professional, the agents were very well spoken, knowledgeable and personable.  Well done BANK_NAME!! "
Customer_122, I have several bank accounts for business. Service is very poor in my opinion. ," I have several bank accounts for my businesses with BANK_NAME, the service has been very poor in my opinion. I was recently abroad in Spain and had a huge amount of trouble accessing my online banking which I was told I needed to then visit a local branch to resolve. I had already explained I was abroad for 4 weeks and this was not possible. Even though I had gone through extended security I was told they could not help. Eventually, after 3.5 hours on the phone in total, I managed to get a resolution, but scripted call centre staff are the main and are unable to help from my experience.I will be moving all of my accounts as soon as I can. "
Customer_123, Recently took part in the trial where … , Recently took part in the trial where you can deposit cheques by taking pictures of them with the app! Fantastic idea.. It makes my life so much easier as I struggle to get to a branch with my schedule. Glad to be informed you are rolling this out. 10 out of 10 BANK_NAME!!!! 
Customer_124, Just called in and I have been trying … , Just called in and I have been trying for few weeks now customer service totally missed up I would not recommend this bank to be there customers . 
Customer_125, Philippine Call Center A Waste Of Time ," Just called call center for info on how to open an account. The advisor was based in the Philippines and I had to repeat everything 3 times and still didn't get the advise I wanted - time is money, correct advise is important - move your call centers back to the UK and let us talk to english people. "
Customer_126, Avoid at all cost , Avoid at all cost!  I had been with BANK_NAME for 5 years until recently I had suspicious activity in my account which they thought was fraud even though they didn’t even tell me that to begin with not only that I had just under £400 in my account so they decided to block my account so even I couldn’t access it.  They did an investigation which took about 6 weeks and eventually closed my account which I was aware of.  Now they won’t give me back the money which they say is in holding unless I can prove where the money has come from even though I shouldn’t have to.Thanks BANK_NAME for being the worst bank ever. 
Customer_127, Lost my bank card and had to call this … , Lost my bank card and had to call this number tel:08436088588. Was on as long as I need to to cancel the card and order another. Got my bill today and shows £ 4.23 charged for the privalage. Discusting way to treat a customer. 
Customer_128, what a load of complete rubbish ," what a load of complete rubbish, it would be easier to get into fort knox than be able to consistently log into smart investor!!!!!!! "
Customer_129, Unwilling to help young professional with setting up line of credit. ," BANK_NAME refused me a credit card and debit overdraft once I started earning a monthly wage at my first job. Despite good credit score, no existing credit cards and had been banking since I was 13, they couldn't offer me any loan services. I have seen moved to HSBC, along with 30k in savings. I can't fault HSBC so far, helped me get set up with a line of credit. "
Customer_13,Awful,Awful. Everything about the experience in having a mortgage from BANK_NAME is terrible.
Customer_130, BANK_NAME HAS MADE ME A LOSS OF £30k and misdirected my cash of £100k TO WRONG ACCOUNT ," The Smart Investor has no tractability, no download to .csv or excel.BANK_NAME have not met any fair criteria for the delays in dividend payments, or in transferring assets to another provider. I have lost money as a result and undue stress. As of today, in November, I am waiting resolution.The last mess was yesterday when I found that £100,000 was directed to an incorrect account 10 days ago! Then BANK_NAME had asked me to resolve it with the new provider. HOW CAN I FIND A CLASS ACTION LAW FIRM? "
Customer_131, Avoid for Business Banking! ," Have banked with BANK_NAME for 20 years personally. Started using their business banking service in the last few years, and although the branch service is excellent, the telephone banking support is handled from a call centre somewhere in Asia, where the accent is so thick that it's hard to understand them. I've tried having a Direct Debit transaction refunded using the 24 hour guaranteed refund, but it's now 3 weeks later, having made more than 4 x 40 minute phone calls and filed a complaint, I'm still non the wiser. Reassured each time that a refund will be made and a complaints handler will call me, but still nothing. Hopeless and will be contacting the Financial Ombudsman. "
Customer_132, Full of knowledge but need a more friendly approach! ," Visited Rugby store as I needed help with access to online banking app. Staff in store were full of knowledge and did help me, but they could be more polite and friendly, instead of just firing information at me about all the services they provide. "
Customer_133, Avoid at all cost..Poisonous Skull and Cross-Bones Bank. A Scumbag Bank. , The Ombudsman asked them for a list of transactions covering a specified time period. A key transaction that was asked about by the Ombudsman was denied by them. This transaction was pivotal to the Ombudsman case. They sent a list of transactions to the ombudsman that omitted this transaction which would have appeared in the middle of the transaction-list they sent.I then sent the ombudsman an official BANK_NAME statement clearly showing the transaction was made. Now based upon this another case is being opened against BANK_NAME because they have not complied with the original ombudsman ruling.What a bunch of pirates !Listen to their singing... can you hear them ...'Yo ho ho and a bunch of ppi.Yo ho ho we adore financial crime'Avoid at all cost. 
Customer_134, Shocking service ," Shocking service, shocking bank. Going to withdraw all my savings and move to another bank. Good luck to anyone who tries/is banking with them. "
Customer_135, I hae been banking with them for over … , I have been banking with them for over seven years.I needed a small loan they have only offered me one with a massive interest to be paid back!What a bunch of greedy geese! 
Customer_136, Absolutely disgusting service ," Absolutely disgusting service. I’m 37 weeks pregnant and have been waiting for our mortgage offer for the last 9 weeks. They made a mistake with our application and we keep getting told we’ll hear from them in 48 hours, 48 hours pass and we hear nothing. Again, we’ll hear in 48 hours, again, 48 hours pass and we hear nothing. Again, we’ll hear in 48 hours and still, absolutely nothing. I’ve also filled a complaint which they aim to respond to in 48 hours but it MAY take up to 5 working days. Obviously 48 hours has passed and we’ve heard nothing. The customer service help line is based abroad so it’s very difficult to have a successful conversation with them as unfortunately they don’t understand me fully and I can’t understand them. Asking someone to repeat themselves 4 times can come across rude so o gave up after that. In my complaint I explained that I’m experiencing panic attack’s and severe anxiety with each passing day as I currently have nowhere to live together with my boyfriend as I can’t move in with him and he can’t move in with me, so unless some kind of miracle, I won’t be able to take my first baby home to my own place to raise with its father. I’ve never been so disappointed and let down in my life. If I could give them no stars then I would. "
Customer_137, BANK_NAME Smart Investor is the financial services' answer to Care in the Community ," Problems with BANK_NAME ironically-named Smart Investor let me to asking them to transfer my family's accounts to iWeb. That was on August 28. iWeb have confirmed in writing that it took six approaches from them before BANK_NAME agreed the transfer, on the last day of October. And each account will probably be frozen for three months while the transfers go through. So I shall be unable to access my life-savings for the best part of five months! It is a national scandal. BANK_NAME Smart Investor is the financial services' answer to Care In The Community. "
Customer_138, Scam institution ," Scam institution, I really don't understand how they are still allowed to operate in civilised world. Do not open account with them. They will charge you for keeping your money in their bank. They are well known for their ppi scams "
Customer_139, Absolutley Shocking service so far no go , Absolutely Shocking service so far. Don't answer complaints don't stick to the FSA guidelines still holding all the company money and miss sold the terminal package.None can help so taking further action avoid at all costs 
Customer_14,Utterly shocking business account,"Utterly shocking business account. Almost every time I need to make a payment theres something wrong and I need to phone.  Ive had many accounts over the years, both business and personal, but this one is by far the worst (and Ive even banked in Africa and Eastern Europe).  Save your time as a business owner and stay clear of this one."
Customer_140, Just poor all round ," I was a customer of Barcays for around 10 years and received repeatedly bad service. It took several months for them to process a name change and years to correct my title. They also confirmed that they had changed my graduate account back into a student account after I went back to universty as a mature student, yet kept charging overdraft fees at the graduate account rate. The queues in branches were never acceptable - the main Liverpool branch tended to have half of the counters closed despite queues of 15+ persons, not to mention the suspicious refusal to answer any questions about ethical investment policies. It has now been years since I closed the account, and I have yet to receive confirmation of that too. Would not recommend. "
Customer_141, Avoid!!!!! BANK_NAME Bank at all costs ," I have been banking with BANK_NAME for over 15 years now and the worst ever service I've received from them when I was trying to make a payment for my council Tax which had it's last date past but when trying to make the BANK_NAME blocked the payment which resulted in council taking further action for extra charge for costs incurred. then, later on, I had an emergency to go abroad for the same day i was trying to book my flight BANK_NAME blocked my card and online banking too when calling them they don't care at all about anything instead asking me for evidence trying to call me a liar and asking me to visit the branch the very next day when I am not even able to visit it due to not being in the country, I will definitely sue the bank and will be looking into closing my account if they don't compensate me for all the problem they've caused. "
Customer_142, Very awful customer service! ," Very awful customer service! I am sharing an account with my husband and the so called customer service"" line refused to speak with me. What is the point of having a contact number on the back of my card if no one will speak to me. Aside from the customer service line being pointless"
Customer_143, Biblical levels of incompetence ," Biblical levels of incompetence and inability to understand even a basic reasonable request for a bank statement to be sent through the post for my hospitalised 92 year old mother. Every advertised number connects through to India, who cannot and will not put you through to a UK person. Even their London HQ lie to you and transfer you to India, who put you on hold and lie to you. Going to transfer all money to another bank, disgraceful how as a British person living in the UK I cannot speak to anyone from BANK_NAME in the UK apart from HQ who can't help you anyway. Get your money out quick before they become Northern Rock version 2. Banking at its ugliest very worst. "
Customer_144, Avoid Smart Investor ," BANK_NAME Stockbrokers were excellent , but Smart investor is shockingly bad.If you  Lock your account out, it takes almost 2 weeks for them to reset the password. Customer service takes about 15 mins to answer  on a good day after which you are passed around to numerous departments . Late dividends.access difficulties. website dropout .New system with no mobile app. loss of  power of attourney over partners account and a steadfast refusal to discuss the account , are just a few frustrations . Finally switched and now half the funds have transferred to my new provider and the other half are stuck in BANK_NAME , this has happened on both accounts more than 5 weeks after the first funds transferred to the new vendor. It looks like the competent  Stockbroker business has been transferred to an incompetent retail Bank.....avoid at all costs "
Customer_145, I'm a victim of fraud.  Why won't you help! , I was recently the victim of fraud. A company called Redan Marketing debited 28.67 out of my account. They had my debit card number yet I had not used my card online for services or purchases for some time. Also I would have no need for any type of marketing services. I looked into the company and the only mention is on companies house. No telephone number or website. No email. All there is is an address and company director. The director opened 6 companies on the same day with the same information.I went to BANK_NAME with this information yet they still couldn't do anything. The payment is still pending now 3 working days later. I think that it's strange that you report a fraud to a bank expecting them to stop the payment and refund the money but no! They won't do anything until the company either completes the transaction or the money bounces. Meanwhile I am out of pocket. I think the lack of support from BANK_NAME was/is poor. To give BANK_NAME credit they did bring this to my attention in the first place as the transaction was done at 02:47am. I have changed my card but I have been told that any company who has used your card or set up a continuous card payment can ask the bank for my new card number WHICH THE BANK HAVE TO GIVE! So I could have this happen again. 
Customer_146, Reliable & Good Service , Used their business Banking for 2 years now - no complaints at all! 
Customer_147, What a shame that trust pilot doesn't … ," What a shame that trust pilot doesn't have 0"" rating"
Customer_148, oh...it's  really horrible to use … , oh...it's  really horrible to use them~~~~ 
Customer_149, BANK_NAME gone silent ," Sadly I cant post 0 stars as 1 star is 20% and they do not deserve 1%. After paying for a valuation 16 days later they had still not contacted me. They then (without an apology) said would contact me within 48 hours. They did no do so, so I will prepare for legal action. "
Customer_15,a company that is almost never ,a company that is almost never satisfied.
Customer_150, My Phone insured through LSG BANK_NAME … ," My Phone insured through LSG BANK_NAME tech pack. I have never been in such stress. I have sent my Iphone 6 64gb in gold for repairs due to cracked screen. They have sent me Iphone 5s 16gb in grey thinking this is like for like replacement. I have contacted them numerous times, I had to change my holiday flight tickets as I didn't had my phone back. It's been now 9 days of chasing and lies from them and still no phone. My boyfriend came from Stevenage to London and waited all day at my home address as it was promised finally to be deviled today to my home address not as requested to my work address....If you want to have lost of stress, waist £9.50 per month and have no phone, no help this is perfect.... "
Customer_151, So far so good , 3 years with them and so far no problems. Very straight forward online banking. 
Customer_152, The worst customer service in … , This is the worst customer service in the history of customer service. Cancel all cards with these people. I waited on hold for over an hour. The person I dealt with (when they finally answered) was rude and unhelpful! Citi Bank is great though! Can recommend Citi Card highly! BANK_NAME is absolutely the WORST and undeserving of even a single star!!!Thank you! 
Customer_153, Tried to switch from BANK_NAME ," Tried to switch from BANK_NAME - switch refused and they can offer no real explanation why. Many phone calls,letters and promises and still not switched. We rely on the money in the current account so it is causing hardship. Told the new bank should now resubmit - for the third time that is - and we still have no real idea why its previously been refused. Last customer services rep I spoke to was sympathetic but that dosnt get the account switched. "
Customer_154, Totally shocking to work with; Terrible service , Totally shocking to work withI am a business account holder and their opine service is TERRIBLE - I have money in my account and it is impossible to make payments; security kicks you out for doing nothing wrong then require that you go in person to a bank - I cannot run a business with this terrible service 
Customer_155, BANK_NAME's as gone to pot my app is not … , BANK_NAME's as gone to pot my app is not working since they updated it.I contacted my local branch 3 weeks ago and said they still had teething problems and then got in touch online and spoke to there customer (care) saying phones it works with is 4.0 or over my phone runs on 6.0 and uninstalled it and reinstalled it still the same issue so via this week I will be changing banks no bank likes how hard is it make an app ? 
Customer_156, Worst bank I have ever dealt with ," Worst bank I have ever dealt with. Constant mistakes, no customer service, a definite attitude that I didn't really matter.I had to complain to the financial ombudsman service about BANK_NAME three times and each time FOS found in my favour because BANK_NAME tried to dismiss my complaints and failed to keep their promises. Probably the worst company I have ever been a customer of in any respect. "
Customer_157, Disorganised systems , Locked out of on line banking. One week later with 2 branch visits plus all requested ID they can't reinstate me. No one seems to be able to communicate effectively. Really poor customer service. Lots of apologies but no one capable of fixing the issue. Upside is there are many other banks out there who are better organised. 
Customer_158, Banks are mostly uncaring ," Banks are mostly uncaring, BANK_NAME's excel in not caring, they don't believe they need to? The law helps them with this as the banks have no Duty of Care to its customers.I have had my Business damaged by BANK_NAME over the last six months and it only gets worse as time goes by.One star is one star too many.BANK_NAME Bank, the worst banking experience of my business life. "
Customer_159, A complete total shambles - now a dumbed-down platform for the amateur ," The whole process of moving people to the new platform has been a shambles which has resulted in 30,000 (out of 200,000) customers moving £1.3bn of assets out of BANK_NAME, mostly to Hargreaves Lansdown (Daily Telegraph). Right from the start it has caused a lot of hassle. I had to write a letter(!) saying what my nominated bank account was and setting up a new mandate. I didn't know (I pay in from several) and they wouldn't tell me. They could have just given me the last 4 digits as a clue, which wouldn't have compromised security. I complained but just got auto replies. In the end I worked it out by a roundabout route. A week ago I got another regular email saying they were taking my complaint seriously. I tried to email back but got an autoreply saying they 'no longer communicate by email'! I am not joking - there is NO email ANYWHERE where you can send detailed correspondence or complaints, and the chat function (if/when available) would not give you a record unless you take screen shots. They do say you can write a letter to them though!!!I had to spend so much time writing letters, sending in new mandates by post etc. Fortunately I was away at the time of launch so missed out on further misery as others suffered trying to log on. I eventually guessed that the 'memorable word' was a password you had to set up. Why didn't they just say 'create password' instead of making me wrack my brains trying to remember? I have managed to get in but it has less functionality than the old one. I would be tempted to move but it would be 6 to 12 weeks out of the market when anything could happen.Do BANK_NAME realise how seriously they have messed up? They have lost so much business and more will follow. If you are thinking of setting up a trading account with BANK_NAME Stockbrokers my advice is - don't!I was happyish with the old system for years. "
Customer_16,shocking,"I and a friend visited the Sheffield store to sort out some bank statements ect. The customer service in which we received was absolutely horrendous!! The staff was absolutely shocking, one member of staff stunk of BO, another was just pointless. One particular member of staff looked and sounded high. The way he addressed customers even outselvea was a discrace, to think these people are trusted to look after our money. I have certainly seen more enfusiasm in a pencil. Will be closing my account"
Customer_160, BANK_NAME froze my accounts , without notice my personal bank account and bank accounts of 2 limited companies  I am a director of were put under review on Thursday.  they won't tell me why and I cannot withdraw funds to pay my own salary.  have had to stop trading with both companies and laid off newly recruited staff member.  i think its becsuse one of my customers made an error and transferred money to my account instead of her lawyer. it never appeared in my account so I couldn't refund it. and she was trying with her bank to recall it Disturbing as most of my customers pay me by bank transfer for custom built computers. even when this is resolved I would have no confidence in BANK_NAME to receive funds from my customers who wish to order custom built computers in case BANK_NAME flag the money as suspicious and freeze my customers money before I can source the parta 
Customer_161, BANK_NAME are a brilliant bank..for the … , BANK_NAME are a brilliant bank..for the 1st few months untill you have any problem 9 times out 10 through there fault or miss selling of add ons...  they offer a direct call through the banking app but be prepared to be spoken to like your a spastic the customer service is the worst ive ever experienced in my life and i will ve changing banks quite scarey to think they look after your money.The only thing there good at is taking unfair charges out your bank 
Customer_162, What a disaster ," What a disaster . This has been a terrible experience. The new Smart investor website is not fit for purpose.  No information is supplied to the customer who has been moved from the old BANK_NAME stockbrokers to this idiotic site. Near impossible to contact BANK_NAME, on hold for 90 minutes on the phone until I gave up. This was at all times of day and web chat did not work either.  The times on hold have now come down to about 15 minutes though the recorded message says 5 minutes !! I was forced to move an international stock holding from my ISA account. I set up a new ISA account ready for the transfer at the beginning of August but it still has not been done despite telephoning nearly every day. In one conversation I was told that it was a good thing I had persisted as my holding was eventually found in an account which neither I nor they knew existed.  I felt hopeful at this point but still nothing has happened and the transfer has not been made. I would like to transfer my entire portfolio but dread to think what will happen after this experience. BANK_NAME have behave in a wholly irresposible way. Avoid them. "
Customer_163, I was moved from BANK_NAME Stockbrokers … ," I was moved from BANK_NAME Stockbrokers to their Smart investor"" service.It is a total disaster and should be avoided.I am considering a compensation claim.Avoid Avoid """
Customer_164, BANK_NAME Smart investor?? ," BANK_NAME Smart investor??? don't make me laugh, it's a Dumb Investor that stays with BANK_NAME,5-10-17 updateYet another day BANK_NAME 'Dumb Investor' withholds my Lloy dividend - In response to my email 'Dumb Investor' acknowledge they are having problems processing divi payments and compensation would be consideredIn the same response 'Dumb Investor' acknowledge receiving over a month ago my instruction to move my ISA to Halifax,Divi event detailsBANK_NAME Banking Group PLC ORD 10P (LLOY.XLON.GB) has declared a GBP 0.010000000 per share interim dividend. Investors who held shares on 9 August 2017 are entitled to receive this dividend and it is expected to be paid on 27 September 2017. - We will aim to update your account within five business days of receiving the proceeds.IMO the sooner my accounts move away from the shambles that is 'BANK_NAME Dumb Investor' the happier I will be.Bye Bye BANK_NAME "
Customer_165, Bad communication ," I bought my son a guitar from guitar guitar using BANK_NAME finance , I received a text message saying I needed to pay the full balance before 14 October 2017 or they start taking direct debit payments so today I went to my bank and payed the full amount and cancelled the direct debit. It said on the statement to ring them and let them know how I will be paying, I am deaf therefore can not hear on a phone, so my son rang and he waited 6 mins in a queue call charges apply,however they would not accelpt I am deaf and kept putting my son through to different departments, another 5 mins on the phone more call charges, and they refused to speak to him despite the fact I was right next to him and I told them I payed the full amount, they still would not budge! However I have the receipt to say I have payed and will be complaining to BANK_NAME, disgusting attitude! Will never use their service again "
Customer_166, This is not a bank its a bad joke and totally incompetent ," I needed to make a payment for a friend to HMRC and obtained a bankers draft from Metro Bank (my bankers) I went to a branch of BANK_NAME who said they could not accept the payment after I was told by BANK_NAME in London Pay it across the counter"" I then tried to get through to BANK_NAME but ended up with an Indian call centre who asked 4 times for the account number and sort code after each time disappearing for several minutes (clearly they were taking other calls) the music online (horrific) and lack of knowledge and support was a joke. I could not believe BANK_NAME has declined like I banked there 20 years ago it was fine now its a bad joke of a bank. """
Customer_167, BANK_NAME - Smart Investor is rubbish! ," BANK_NAME, what have you done with Smart Investor""?! No support contact available"
